OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240911:1003:SR,2024-09-11,10:03:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1055134874,,Not Detected,as P,Orthophosphate,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4093826-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-09-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-LR-4.5M%3A20240911%3A1003%3ASR/results/1055134874/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240905:1354:SRR,2024-09-05,13:54:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148338,,Not Detected,,Chromium,"Unfiltered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240905%3A1354%3ASRR/results/1057148338/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:QFB,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148746,,Not Detected,,Calcium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240905%3A1001%3AQFB/results/1057148746/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240731:1145:SR,2024-07-31,11:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136229,,,,Total dissolved solids,Total,252,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,,,https://www.nemi.gov/methods/method_summary/9818/,"Pace Analytical Services, LLC",2024-08-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:SFST,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148117,,Not Detected,,Iron,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-10-04,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240904%3A1230%3ASFST/results/1057148117/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:SRR,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148145,,Between Inst Detect and Quant Limit,,Lead,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240904%3A1230%3ASRR/results/1057148145/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240905:1354:QFR,2024-09-05,13:54:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148371,,,,Antimony,"Unfiltered, field",0.18,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202407110001^01,2024-07-11,10:30:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173057,,,,"Flow, stream stage (choice list)",,NORMAL,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:SFST,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147968,,Not Detected,,Iron,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-20,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240904%3A0920%3ASFST/results/1057147968/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240731:1145:QFR,2024-07-31,11:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136199,,Not Detected,as NH4,Ammonia,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/5405/,"Pace Analytical Services, LLC",2024-08-08,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-SA0.8M%3A20240731%3A1145%3AQFR/results/1055136199/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:FM,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1055135372,,,,Specific conductance,,473.5,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-09-04,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240701:1320:SFST,2024-07-01,13:20:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148084,,Not Detected,,Cadmium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240701%3A1320%3ASFST/results/1057148084/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_13_20240702_1126_A,2024-07-02,11:25:00,EDT,11NPSWRD_WQX-BISO_13,STORET-1056976600,,,,Total Coliform,,1986.3,#/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,https://www.nemi.gov/methods/method_summary/5584/,Appalachian Highlands Inventory & Monitoring Network Lab,,,,,,,,,,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:SFST,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148765,,,,Aluminum,"Filtered, field",3.66,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-10-02,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_13_20240702_1126_A,2024-07-02,11:25:00,EDT,11NPSWRD_WQX-BISO_13,STORET-1056976601,,,as CaCO3,Gran acid neutralizing capacity,Total,28.9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,APHA_SM19ED,Alkalinity (CaCO3),,,,Appalachian Highlands Inventory & Monitoring Network Lab,,,,,,,,,,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45482:QFR,2024-07-09,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769839,,,,Escherichia coli,Filterable,22,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45482%3AQFR/results/1052769839/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:QFB,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147942,,Not Detected,,Calcium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240904%3A0920%3AQFB/results/1057147942/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:SO,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148114,,,,Fixed suspended solids,Unfiltered,4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3766-85,USDOI/USGS,"Solids, nonvolatile-on-ignition, suspended, calculation",,,,Virginia Division of Consolidated Lab Service,2024-09-06,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202407110001^01,2024-07-11,10:30:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173053,,,,Specific conductance,,584,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUPN_HI991300,11NPSWRD_WQX,Hanna Instruments Model #991300,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240701:1010:QFB,2024-07-01,10:10:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147860,,Not Detected,,Copper,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-08-06,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240701%3A1010%3AQFB/results/1057147860/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202407110001^01,2024-07-11,11:34:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172980,,,,"Flow, stream stage (choice list)",,NO FLOW,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_12_20240702_1127_T^01,2024-07-02,13:45:00,EDT,11NPSWRD_WQX-BISO_12,STORET-1056976073,,,as SO4,Sulfate,Dissolved,29.95213,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_12_20240702_1127_T%5E01/results/1056976073/resdetectqntlmts,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240701:1320:SR,2024-07-01,13:20:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1055135367,,,,Total dissolved solids,Total,236,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,,,https://www.nemi.gov/methods/method_summary/9818/,"Pace Analytical Services, LLC",2024-07-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:QFB,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147927,,Not Detected,,Sodium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240904%3A0920%3AQFB/results/1057147927/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240905:1354:SR,2024-09-05,13:54:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1055135446,,,,Magnesium,Total,13.9,mg/L,DI,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,"Pace Analytical Services, LLC",2024-09-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:FM,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1055135566,,,,"Temperature, water",,25.07,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-09-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR387.0BACT45502:SR,2024-07-29,,,31ORWUNT_WQX-OR387.0BACT,STORET-1052769883,,,,Escherichia coli,Filterable,10,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR387.0BACT45502%3ASR/results/1052769883/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240701:1032:SRR,2024-07-01,10:32:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148731,,Between Inst Detect and Quant Limit,,Thallium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240701%3A1032%3ASRR/results/1057148731/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:SFST,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147947,,,,Manganese,"Filtered, field",1.36,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240911:1003:SR,2024-09-11,10:03:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1055134872,,,,Organic carbon,"Filtered, field",4.4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-09-25,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:QFB,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147945,,Not Detected,as CaCO3,"Hardness, Ca, Mg","Filtered, field",,,U,Final,,Calculated,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-09-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240904%3A0920%3AQFB/results/1057147945/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240701:1320:SRR,2024-07-01,13:20:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148090,,,,Antimony,"Unfiltered, field",0.17,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240801:1200:SR:WB:P,2024-08-01,12:00:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027528,,,as P,Phosphorus,Total,0.044,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,,2024-08-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240801%3A1200%3ASR%3AWB%3AP/results/1047027528/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:SR,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1055135327,,,,Total suspended solids,Total,4.2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,,https://www.nemi.gov/methods/method_summary/9819/,"Pace Analytical Services, LLC",2024-09-06,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240701:1032:SRR,2024-07-01,10:32:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148721,,Not Detected,,Silver,"Unfiltered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240701%3A1032%3ASRR/results/1057148721/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202407110001^02,2024-07-11,10:30:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173059,,,,Escherichia coli,Total,2.0,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,WATERS Laboratory,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-ABLI_SSTS_202407110001%5E02/results/1056173059/resdetectqntlmts,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240701:1010:QFB,2024-07-01,10:10:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147872,,Not Detected,,Mercury,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7,USEPA,Mercury in water by cold-vapor atomic fluorescence spectrometry,,,https://www.nemi.gov/methods/method_summary/9629/,Virginia Division of Consolidated Lab Service,2024-07-31,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240701%3A1010%3AQFB/results/1057147872/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240701:1423:SRR,2024-07-01,14:23:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148300,,Between Inst Detect and Quant Limit,,Arsenic,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-08-20,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240701%3A1423%3ASRR/results/1057148300/resdetectqntlmts,,,,,,STORET
